 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
443,147,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,81632.65306,13605.442180000002,147.0,0.0,147,147,147,147.0,0.0,147,147,0,0.0,0.0,0,0,0,0,0,0,40,0,13605.442180000002,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
61462,1740941,6,2,11607,26,10135,0,1934.5,4059.461922,20,6,13.0,9.899494937,6682.018518,4.595216035,248705.8571,657696.8128,1740222,7,1740941,348188.2,778170.5732,1740222,7,48,48.0,0.0,48,48,0,0,0,0,144,40,3.446412027,1.148804009,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,0,1454.125,1934.5,13.0,144,0,0,0,0,0,0,6,11607,2,26,8192,256,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,183,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,939890.7104,21857.9235,61.0,99.59417654,176,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,10928.96175,10928.96175,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,64,0,0,0,0,0,0,2,70,2,102,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56448,20,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,600000.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,50000.0,50000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,335,16560,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,115776147,16,14,303,384,292,0,18.9375,72.81800945,384,0,27.42857143,102.62831690000002,5.9338647710000005,0.259120732,3992280.9310000003,4864412.572,10000000,110,116000000,7718409.8,4124821.2189999996,10000000,231,110000000,8494195.385,3762283.857,10100000,555,0,0,0,0,332,424,0.138197724,0.12092300800000001,0,384,22.16129032,85.14814415,7250.206451999998,0,0,0,1,0,0,0,0,0,22.9,18.9375,27.42857143,332,0,0,0,0,0,0,16,303,14,384,8192,946,12,20,55078.09091,71905.37293,271847,32808,9983542.636,60309.7861,10000000,9802493,BENIGN
53,60887,1,1,51,67,51,51,51.0,0.0,67,67,67.0,0.0,1938.016325,32.84773433,60887.0,0.0,60887,60887,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,16.42386716,16.42386716,51,67,56.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,84.5,51.0,67.0,20,0,0,0,0,0,0,1,51,1,67,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5777281,7,4,323,157,223,0,46.14285714,80.09874858,145,0,39.25,70.55671478,83.08406671,1.9040098619999999,577728.1,1682126.686,5363832,4,5777281,962880.1667,2200673.6380000003,5454368,4,362629,120876.3333,108889.805,211884,238,0,0,0,0,152,92,1.21164264,0.692367223,0,223,40.0,70.9006988,5026.9090909999995,0,0,0,1,0,0,0,0,0,43.63636364,46.14285714,39.25,152,0,0,0,0,0,0,7,323,4,157,8192,110,6,20,413445.0,0.0,413445,413445,5363832.0,0.0,5363832,5363832,BENIGN
53,199578,4,2,156,210,39,39,39.0,0.0,105,105,105.0,0.0,1833.8694645703,30.0634338454,39915.6,59144.06853015781,131759,3,67815,22605.0,39146.9463304611,67808,3,4,4.0,0.0,4,4,0,0,0,0,104,40,20.0422892303,10.0211446151,39,105,57.8571428571,32.2047024073,1037.1428571428999,0,0,0,0,0,0,0,0,0,67.5,39.0,105.0,104,0,0,0,0,0,0,4,156,2,210,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,184,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,500000.0,21739.13043,61.33333333,99.3042463,176,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,10869.56522,10869.56522,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,125,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,96000.0,16000.0,125.0,0.0,125,125,125,125.0,0.0,125,125,0,0.0,0.0,0,0,0,0,0,0,40,0,16000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,63518,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31185,2,2,74,188,37,37,37.0,0.0,94,94,94.0,0.0,8401.475068000002,128.2667949,10395.0,17962.24827,31136,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,64,40,64.13339747,64.13339747,37,94,59.8,31.22018578,974.7,0,0,0,0,0,0,0,0,1,74.75,37.0,94.0,64,0,0,0,0,0,0,2,74,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5714333,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.0999826230000003,0.699994208,1904777.667,3282091.966,5694594,31,5714333,2857166.5,4012728.453,5694594,19739,0,0.0,0.0,0,0,0,0,0,0,72,32,0.524995656,0.174998552,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,14600,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
722,43,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,186046.5116,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK
443,968023,11,8,757,3961,421,0,68.81818182,128.9789271,1448,0,495.125,634.8530622999998,4873.851138,19.62763281,53779.05556,79776.99372,194709,3,795014,79501.4,95022.02715,212938,3,795782,113683.1429,95563.82761000001,213484,4,0,0,0,0,364,268,11.36336637,8.264266447999999,0,1448,235.9,452.3583698,204628.0947,0,0,0,1,0,0,0,0,0,248.3157895,68.81818182,495.125,364,0,0,0,0,0,0,11,757,8,3961,65535,5137,5,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
5353,50090268,65,0,2431,0,39,37,37.4,0.8062257748,0,0,0.0,0.0,48.5323815796,1.2976572615000002,782660.4375,5650367.27501828,45166898,1,50090268,782660.4375,5650367.27501828,45166898,1,0,0.0,0.0,0,0,0,0,0,0,1612,0,1.2976572615000002,0.0,37,39,37.3939393939,0.8015137193999999,0.6424242424000001,0,0,0,0,0,0,0,0,0,37.9692307692,37.4,0.0,1612,0,0,0,0,0,0,65,2431,0,0,-1,-1,64,20,3921808.0,0.0,3921808,3921808,45166898.0,0.0,45166898,45166898,BENIGN
443,32205,1,2,6,6,6,6,6.0,0.0,6,0,3.0,4.242640687,372.6129483,93.15323707,16102.5,18845.10283,29428,2777,0,0.0,0.0,0,0,2777,2777.0,0.0,2777,2777,0,0,0,0,20,52,31.05107902,62.10215805,0,6,4.5,3.0,9.0,0,0,0,0,1,1,0,0,2,6.0,6.0,3.0,20,0,0,0,0,0,0,1,6,2,6,252,192,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,92049,1,1,41,175,41,41,41.0,0.0,175,175,175.0,0.0,2346.5762800248003,21.7275581484,92049.0,0.0,92049,92049,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.8637790742,10.8637790742,41,175,85.6666666667,77.36493607140001,5985.333333333299,0,0,0,0,0,0,0,0,1,128.5,41.0,175.0,32,0,0,0,0,0,0,1,41,1,175,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
3827,5,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,1600000.0,400000.0,5.0,0.0,5,5,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,200000.0,200000.0,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK
443,1,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
59465,25,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,80000.0,25.0,0.0,25,25,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,40000.0,40000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,362,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,153312,2,2,68,246,34,34,34.0,0.0,123,123,123.0,0.0,2048.1110415362,26.0905865164,51104.0,88470.56003552821,153261,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,13.0452932582,13.0452932582,34,123,69.6,48.747307618,2376.3,0,0,0,0,0,0,0,0,1,87.0,34.0,123.0,64,0,0,0,0,0,0,2,68,2,246,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,65118485,620,909,3921,1694105,801,0,6.324193547999999,44.83720035,3864,0,1863.7018699999999,843.009439,26075.94449,23.48027599,42616.80955,1504839.2869999998,58800000,0,65100000,105199.4911,2364088.7909999997,58800000,1,65000000,71552.82158999999,1958602.2130000002,59000000,1,0,0,0,0,19860,29096,9.521106027,13.95916997,0,3864,1109.820915,1120.402049,1255300.751,0,0,0,1,0,0,0,0,1,1110.546763,6.324193547999999,1863.7018699999999,19860,0,0,0,0,0,0,620,3921,909,1694105,29200,243,20,32,6158337.0,0.0,6158337,6158337,58800000.0,0.0,58800000,58800000,BENIGN
80,31253,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,63.99385659,31253.0,0.0,31253,31253,31253,31253.0,0.0,31253,31253,0,0.0,0.0,0,0,0,0,0,0,40,0,63.99385659,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,253,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,141903,6,5,1150,3363,825,0,191.66666669999998,321.1496017,2733,0,672.6,1162.8786699999996,31803.41501,77.51774099,14190.3,16818.29735,39917,52,100765,20153.0,19828.098159999998,42912,545,101986,25496.5,24044.6842,51372,3026,0,0,0,0,200,168,42.28240418,35.23533681,0,2733,376.0833333,781.0214126,609994.447,0,0,0,1,0,0,0,0,0,410.2727273,191.66666669999998,672.6,200,0,0,0,0,0,0,6,1150,5,3363,29200,62,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,469,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,25586.3539445629,4264.3923240938,469.0,0.0,469,469,469,469.0,0.0,469,469,0,0.0,0.0,0,0,0,0,0,0,40,0,4264.3923240938,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,30084,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,91892572,3,3,164,353,56,53,54.66666667,1.527525232,120,113,117.66666670000001,4.041451884,5.626134831,0.065293634,18400000.0,25500000.0,52000000,1018,91900000,45900000.0,8626386.654,52000000,39800000,91900000,45900000.0,8658282.826,52100000,39800000,0,0,0,0,84,84,0.032646817,0.032646817,53,120,81.85714286,33.59279968,1128.47619,0,0,0,0,0,0,0,0,1,95.5,54.66666667,117.66666670000001,84,0,0,0,0,0,0,3,164,3,353,-1,-1,2,20,12413.5,16115.67065,23809,1018,45900000.0,8642502.324,52000000,39800000,BENIGN
80,317715,3,6,26,11607,20,0,8.666666667000001,10.26320288,5840,0,1934.5,2538.9192780000008,36614.57596,28.32727444,39714.375,112032.8178,316981,2,617,308.5,432.0422433,614,3,317700,63540.0,141678.0533,316981,2,0,0,0,0,72,132,9.442424815,18.88484963,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667000001,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK
443,116913660,18,18,2510,8353,1075,0,139.4444444,293.5124453,1430,0,464.0555556,567.6644071000002,92.91472014,0.30791953699999997,3340390.2860000012,13700000.0,58000000,1,117000000,6877274.118,19200000.0,58000000,52,117000000,6863521.765,19300000.0,58200000,1,0,0,0,0,372,372,0.153959768,0.153959768,0,1430,293.59459460000005,470.8035365,221655.97,0,0,0,1,0,0,0,0,1,301.75,139.4444444,464.0555556,372,0,0,0,0,0,0,18,2510,18,8353,8192,390,17,20,344102.0,148879.9186,449376,238828,58000000.0,15800.30103,58000000,58000000,BENIGN
53,176,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,909090.9091,22727.27273,58.66666667,16.74315781,78,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0,0,0,52,40,11363.636359999999,11363.636359999999,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,52,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,83580220,5,7,342,11595,330,0,68.4,146.26961409999996,5792,0,1656.4285710000001,2119.480114,142.8208732,0.14357464,7598201.818,25100000.0,83400000,13,83400000,20900000.0,41700000.0,83400000,13,83600000,13900000.0,34000000.0,83400000,52,0,0,0,0,144,232,0.059822767,0.083751873,0,5792,918.6923077,1715.044479,2941377.564,1,0,0,0,0,0,0,0,1,995.25,68.4,1656.4285710000001,144,0,0,0,0,0,0,5,342,7,11595,0,235,2,20,12999.0,0.0,12999,12999,83400000.0,0.0,83400000,83400000,ATTACK
53,47528,1,1,54,108,54,54,54.0,0.0,108,108,108.0,0.0,3408.5170846659003,42.0804578354,47528.0,0.0,47528,47528,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,21.0402289177,21.0402289177,54,108,72.0,31.176914536199998,972.0,0,0,0,0,0,0,0,0,1,108.0,54.0,108.0,20,0,0,0,0,0,0,1,54,1,108,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,99055653,8,5,364,11595,364,0,45.5,128.69343419999998,7240,0,2319.0,3331.638186,120.7301112,0.131239355,8254637.75,28500000.0,98900000,1,98900000,14100000.0,37400000.0,98900000,1,149402,37350.5,66751.59851,137123,85,0,0,0,0,264,168,0.08076268,0.050476675,0,7240,854.2142857000001,2169.81042,4708077.258,0,0,0,0,1,0,0,0,0,919.9230769,45.5,2319.0,264,0,0,0,0,0,0,8,364,5,11595,251,235,1,32,11.0,0.0,11,11,98900000.0,0.0,98900000,98900000,ATTACK
53,180487,1,1,43,59,43,43,43.0,0.0,59,59,59.0,0.0,565.1376552999999,11.081130499999999,180487.0,0.0,180487,180487,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,5.540565247999999,5.540565247999999,43,59,48.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,72.5,43.0,59.0,32,0,0,0,0,0,0,1,43,1,59,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,61041750,18,16,1532,7889,1223,0,85.11111111,288.4750757,1448,0,493.0625,655.6123315000002,154.3369907,0.556995827,1849750.0,3908571.9869999997,10000000,6,61000000,3590691.1760000004,4922537.494,10100000,100,61000000,4066070.067,5075153.944,10100000,47,0,0,0,0,584,520,0.294880144,0.262115683,0,1448,269.1714286,524.3038233,274894.4992,0,0,0,1,0,0,0,0,0,277.0882353,85.11111111,493.0625,584,0,0,0,0,0,0,18,1532,16,7889,29200,128,3,32,86607.16667,88377.04097999998,267006,50464,10000000.0,28407.21507,10000000,9959990,BENIGN
139,10023,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,199.5410555722,10023.0,0.0,10023,10023,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,99.7705277861,99.7705277861,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,33304,269,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,161,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1192546.584,24844.7205,53.66666667,86.89265408,154,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,12422.36025,12422.36025,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,40,0,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
23065,4,3,0,18,0,6,6,6.0,0.0,0,0,0.0,0.0,4500000.0,750000.0,2.0,1.4142135619999998,3,1,4,2.0,1.4142135619999998,3,1,0,0.0,0.0,0,0,0,0,0,0,60,0,750000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,8.0,6.0,0.0,60,0,0,0,0,0,0,3,18,0,0,389,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,132256,4,2,156,356,39,39,39.0,0.0,178,178,178.0,0.0,3871.279942,45.36656182,26451.2,43819.85705,101012,3,31241,10413.66667,18031.80361,31235,3,3,3.0,0.0,3,3,0,0,0,0,104,40,30.24437455,15.12218727,39,178,78.71428571,67.82505507,4600.2380950000015,0,0,0,0,0,0,0,0,0,91.83333333,39.0,178.0,104,0,0,0,0,0,0,4,156,2,356,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
5633,20,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,400000.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,50000.0,50000.0,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK
53,64725,1,1,42,97,42,42,42.0,0.0,97,97,97.0,0.0,2147.547316,30.89996138,64725.0,0.0,64725,64725,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,15.44998069,15.44998069,42,97,60.33333333,31.75426481,1008.333333,0,0,0,0,0,0,0,0,1,90.5,42.0,97.0,20,0,0,0,0,0,0,1,42,1,97,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,22898,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,87.34387283,22898.0,0.0,22898,22898,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,43.67193641,43.67193641,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,475,979,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
912,48,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,83333.33333,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,48,0,41666.66667,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,181,2,2,64,158,32,32,32.0,0.0,79,79,79.0,0.0,1226519.337,22099.447509999998,60.33333333,102.76834790000001,179,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,11049.723759999999,11049.723759999999,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,101547710,7,6,374,11595,374,0,53.42857143,141.3587129,4344,0,1932.5,1754.831473,117.86577949999999,0.12801864300000002,8462309.167000001,29300000.0,101000000,1,101000000,16900000.0,41400000.0,101000000,1,150508,30101.6,59617.35314,136202,49,0,0,0,0,232,200,0.068933115,0.059085527,0,4344,854.9285714,1460.0247869999994,2131672.379,0,0,0,0,1,0,0,0,0,920.6923077,53.42857143,1932.5,232,0,0,0,0,0,0,7,374,6,11595,251,235,1,32,7.0,0.0,7,7,101000000.0,0.0,101000000,101000000,ATTACK
53,222,2,2,80,202,40,40,40.0,0.0,101,101,101.0,0.0,1270270.27,18018.01802,74.0,45.033321,126,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,40,40,9009.009009000001,9009.009009000001,40,101,64.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,80.5,40.0,101.0,40,0,0,0,0,0,0,2,80,2,202,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5488574,8,6,593,3246,342,0,74.125,128.1856215,1460,0,541.0,717.7381138,699.453082,2.55075362,422198.0,1480123.251,5348027,2,5488574,784082.0,2012715.1230000001,5348027,48,61229,12245.8,15992.281159999999,29882,2,0,0,0,0,172,132,1.4575734969999998,1.093180123,0,1460,255.93333330000002,500.5907177,250591.0667,0,0,0,1,0,0,0,0,0,274.2142857,74.125,541.0,172,0,0,0,0,0,0,8,593,6,3246,8192,34950,3,20,140499.0,0.0,140499,140499,5348027.0,0.0,5348027,5348027,BENIGN
52630,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,4171,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
389,58829349,24,13,3900,7000,1305,0,162.5,381.08255410000004,2910,0,538.4615385,876.6345319000003,185.2816695,0.628937777,1634148.583,9801368.364,58800000,1,58800000,2557797.7830000003,12300000.0,58800000,1,58800000,4902440.5,17000000.0,58800000,2,0,0,0,0,792,432,0.407959639,0.22097813800000002,0,2910,286.8421053,611.5644328,374011.0555,0,0,0,1,0,0,0,0,0,294.59459460000005,162.5,538.4615385,792,0,0,0,0,0,0,24,3900,13,7000,65535,2081,10,32,20176.0,0.0,20176,20176,58800000.0,0.0,58800000,58800000,BENIGN
53,194,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,989690.7216,20618.5567,64.66666667,71.47260547,143,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,80,80,10309.27835,10309.27835,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,80,0,0,0,0,0,0,2,80,2,112,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
8474,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,228,2,2,72,104,36,36,36.0,0.0,52,52,52.0,0.0,771929.8246,17543.85965,76.0,46.7653718,130,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0,0,0,64,64,8771.929825,8771.929825,36,52,42.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,53.0,36.0,52.0,64,0,0,0,0,0,0,2,72,2,104,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
65273,50189,2,4,0,24,0,0,0.0,0.0,6,6,6.0,0.0,478.19243260480005,119.54810815120001,10037.8,22376.4630292636,50066,1,50120,50120.0,0.0,50120,50120,50185,16728.3333333333,28931.0319438027,50135,1,0,0,0,0,76,80,39.8493693837,79.6987387675,0,6,3.4285714286,3.2071349029,10.285714285700001,0,0,0,0,1,0,0,0,2,4.0,0.0,6.0,76,0,0,0,0,0,0,2,0,4,24,118,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,49320,1,1,56,93,56,56,56.0,0.0,93,93,93.0,0.0,3021.08678,40.55150041,49320.0,0.0,49320,49320,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20.275750199999997,20.275750199999997,56,93,68.33333333,21.36195996,456.33333330000005,0,0,0,0,0,0,0,0,1,102.5,56.0,93.0,32,0,0,0,0,0,0,1,56,1,93,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
